[ Info: 48_29: File for first layer exists [2], 2611; loading ...
[ Info: 48_29: layer 2/4, base field no. 10/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 10/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 10/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 11/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 11/793, checking fields: 4
[ Info: 48_29: layer 2/4, base field no. 11/793, 1/4
[ Info: 48_29: layer 2/4, base field no. 11/793, 2/4
[ Info: 48_29: layer 2/4, base field no. 11/793, 3/4
[ Info: 48_29: layer 2/4, base field no. 11/793, 4/4
[ Info: 48_29: layer 2/4, base field no. 12/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 12/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 12/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 12/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 13/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 13/793, checking fields: 8
[ Info: 48_29: layer 2/4, base field no. 13/793, 1/8
[ Info: 48_29: layer 2/4, base field no. 13/793, 2/8
[ Info: 48_29: layer 2/4, base field no. 13/793, 3/8
[ Info: 48_29: layer 2/4, base field no. 13/793, 4/8
[ Info: 48_29: layer 2/4, base field no. 13/793, 5/8
[ Info: 48_29: layer 2/4, base field no. 13/793, 6/8
[ Info: 48_29: layer 2/4, base field no. 13/793, 7/8
[ Info: 48_29: layer 2/4, base field no. 13/793, 8/8
[ Info: 48_29: layer 2/4, base field no. 14/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 14/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 14/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 14/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 15/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 15/793, checking fields: 4
[ Info: 48_29: layer 2/4, base field no. 15/793, 1/4
[ Info: 48_29: layer 2/4, base field no. 15/793, 2/4
[ Info: 48_29: layer 2/4, base field no. 15/793, 3/4
[ Info: 48_29: layer 2/4, base field no. 15/793, 4/4
[ Info: 48_29: layer 2/4, base field no. 16/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 16/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 16/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 16/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 17/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 17/793, checking fields: 15
[ Info: 48_29: layer 2/4, base field no. 17/793, 1/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 2/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 3/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 4/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 5/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 6/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 7/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 8/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 9/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 10/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 11/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 12/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 13/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 14/15
[ Info: 48_29: layer 2/4, base field no. 17/793, 15/15
[ Info: 48_29: layer 2/4, base field no. 18/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 18/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 18/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 18/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 19/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 19/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 19/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 19/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 19/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 20/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 20/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 20/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 21/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 21/793, checking fields: 8
[ Info: 48_29: layer 2/4, base field no. 21/793, 1/8
[ Info: 48_29: layer 2/4, base field no. 21/793, 2/8
[ Info: 48_29: layer 2/4, base field no. 21/793, 3/8
[ Info: 48_29: layer 2/4, base field no. 21/793, 4/8
[ Info: 48_29: layer 2/4, base field no. 21/793, 5/8
[ Info: 48_29: layer 2/4, base field no. 21/793, 6/8
[ Info: 48_29: layer 2/4, base field no. 21/793, 7/8
[ Info: 48_29: layer 2/4, base field no. 21/793, 8/8
[ Info: 48_29: layer 2/4, base field no. 22/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 22/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 23/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 23/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 23/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 23/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 23/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 24/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 24/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 24/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 25/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 25/793, checking fields: 7
[ Info: 48_29: layer 2/4, base field no. 25/793, 1/7
[ Info: 48_29: layer 2/4, base field no. 25/793, 2/7
[ Info: 48_29: layer 2/4, base field no. 25/793, 3/7
[ Info: 48_29: layer 2/4, base field no. 25/793, 4/7
[ Info: 48_29: layer 2/4, base field no. 25/793, 5/7
[ Info: 48_29: layer 2/4, base field no. 25/793, 6/7
[ Info: 48_29: layer 2/4, base field no. 25/793, 7/7
[ Info: 48_29: layer 2/4, base field no. 26/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 26/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 26/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 27/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 27/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 27/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 28/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 28/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 28/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 29/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 29/793, checking fields: 6
[ Info: 48_29: layer 2/4, base field no. 29/793, 1/6
[ Info: 48_29: layer 2/4, base field no. 29/793, 2/6
[ Info: 48_29: layer 2/4, base field no. 29/793, 3/6
[ Info: 48_29: layer 2/4, base field no. 29/793, 4/6
[ Info: 48_29: layer 2/4, base field no. 29/793, 5/6
[ Info: 48_29: layer 2/4, base field no. 29/793, 6/6
[ Info: 48_29: layer 2/4, base field no. 30/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 30/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 31/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 31/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 31/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 31/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 31/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 32/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 32/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 32/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 32/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 33/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 33/793, checking fields: 5
[ Info: 48_29: layer 2/4, base field no. 33/793, 1/5
[ Info: 48_29: layer 2/4, base field no. 33/793, 2/5
[ Info: 48_29: layer 2/4, base field no. 33/793, 3/5
[ Info: 48_29: layer 2/4, base field no. 33/793, 4/5
[ Info: 48_29: layer 2/4, base field no. 33/793, 5/5
[ Info: 48_29: layer 2/4, base field no. 34/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 34/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 35/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 35/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 35/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 35/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 36/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 36/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 37/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 37/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 37/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 38/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 38/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 39/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 39/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 39/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 40/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 40/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 41/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 41/793, checking fields: 6
[ Info: 48_29: layer 2/4, base field no. 41/793, 1/6
[ Info: 48_29: layer 2/4, base field no. 41/793, 2/6
[ Info: 48_29: layer 2/4, base field no. 41/793, 3/6
[ Info: 48_29: layer 2/4, base field no. 41/793, 4/6
[ Info: 48_29: layer 2/4, base field no. 41/793, 5/6
[ Info: 48_29: layer 2/4, base field no. 41/793, 6/6
[ Info: 48_29: layer 2/4, base field no. 42/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 42/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 43/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 43/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 44/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 44/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 45/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 45/793, checking fields: 5
[ Info: 48_29: layer 2/4, base field no. 45/793, 1/5
[ Info: 48_29: layer 2/4, base field no. 45/793, 2/5
[ Info: 48_29: layer 2/4, base field no. 45/793, 3/5
[ Info: 48_29: layer 2/4, base field no. 45/793, 4/5
[ Info: 48_29: layer 2/4, base field no. 45/793, 5/5
[ Info: 48_29: layer 2/4, base field no. 46/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 46/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 46/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 47/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 47/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 48/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 48/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 49/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 49/793, checking fields: 5
[ Info: 48_29: layer 2/4, base field no. 49/793, 1/5
[ Info: 48_29: layer 2/4, base field no. 49/793, 2/5
[ Info: 48_29: layer 2/4, base field no. 49/793, 3/5
[ Info: 48_29: layer 2/4, base field no. 49/793, 4/5
[ Info: 48_29: layer 2/4, base field no. 49/793, 5/5
[ Info: 48_29: layer 2/4, base field no. 50/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 50/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 51/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 51/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 51/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 51/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 51/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 52/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 52/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 53/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 53/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 54/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 54/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 55/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 55/793, checking fields: 4
[ Info: 48_29: layer 2/4, base field no. 55/793, 1/4
[ Info: 48_29: layer 2/4, base field no. 55/793, 2/4
[ Info: 48_29: layer 2/4, base field no. 55/793, 3/4
[ Info: 48_29: layer 2/4, base field no. 55/793, 4/4
[ Info: 48_29: layer 2/4, base field no. 56/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 56/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 57/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 57/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 58/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 58/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 58/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 59/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 59/793, checking fields: 5
[ Info: 48_29: layer 2/4, base field no. 59/793, 1/5
[ Info: 48_29: layer 2/4, base field no. 59/793, 2/5
[ Info: 48_29: layer 2/4, base field no. 59/793, 3/5
[ Info: 48_29: layer 2/4, base field no. 59/793, 4/5
[ Info: 48_29: layer 2/4, base field no. 59/793, 5/5
[ Info: 48_29: layer 2/4, base field no. 60/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 60/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 61/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 61/793, checking fields: 5
[ Info: 48_29: layer 2/4, base field no. 61/793, 1/5
[ Info: 48_29: layer 2/4, base field no. 61/793, 2/5
[ Info: 48_29: layer 2/4, base field no. 61/793, 3/5
[ Info: 48_29: layer 2/4, base field no. 61/793, 4/5
[ Info: 48_29: layer 2/4, base field no. 61/793, 5/5
[ Info: 48_29: layer 2/4, base field no. 62/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 62/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 62/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 63/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 63/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 63/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 64/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 64/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 65/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 65/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 66/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 66/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 67/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 67/793, checking fields: 4
[ Info: 48_29: layer 2/4, base field no. 67/793, 1/4
[ Info: 48_29: layer 2/4, base field no. 67/793, 2/4
[ Info: 48_29: layer 2/4, base field no. 67/793, 3/4
[ Info: 48_29: layer 2/4, base field no. 67/793, 4/4
[ Info: 48_29: layer 2/4, base field no. 68/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 68/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 69/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 69/793, checking fields: 1
[ Info: 48_29: layer 2/4, base field no. 69/793, 1/1
[ Info: 48_29: layer 2/4, base field no. 70/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 70/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 71/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 71/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 71/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 71/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 72/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 72/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 73/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 73/793, checking fields: 2
[ Info: 48_29: layer 2/4, base field no. 73/793, 1/2
[ Info: 48_29: layer 2/4, base field no. 73/793, 2/2
[ Info: 48_29: layer 2/4, base field no. 74/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 74/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 75/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 75/793, checking fields: 5
[ Info: 48_29: layer 2/4, base field no. 75/793, 1/5
[ Info: 48_29: layer 2/4, base field no. 75/793, 2/5
[ Info: 48_29: layer 2/4, base field no. 75/793, 3/5
[ Info: 48_29: layer 2/4, base field no. 75/793, 4/5
[ Info: 48_29: layer 2/4, base field no. 75/793, 5/5
[ Info: 48_29: layer 2/4, base field no. 76/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 76/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 77/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 77/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 78/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 78/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 79/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 79/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 79/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 79/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 79/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 80/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 80/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 81/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 81/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 81/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 81/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 81/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 82/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 82/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 83/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 83/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 84/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 84/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 85/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 85/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 85/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 85/793, 2/3
[ Info: 48_29: layer 2/4, base field no. 85/793, 3/3
[ Info: 48_29: layer 2/4, base field no. 86/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 86/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 87/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 87/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 88/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 88/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 89/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 89/793, checking fields: 4
[ Info: 48_29: layer 2/4, base field no. 89/793, 1/4
[ Info: 48_29: layer 2/4, base field no. 89/793, 2/4
[ Info: 48_29: layer 2/4, base field no. 89/793, 3/4
[ Info: 48_29: layer 2/4, base field no. 89/793, 4/4
[ Info: 48_29: layer 2/4, base field no. 90/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 90/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 91/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 91/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 92/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 92/793, checking fields: 0
[ Info: 48_29: layer 2/4, base field no. 93/793, constructing abelian extensions
[ Info: 48_29: layer 2/4, base field no. 93/793, checking fields: 3
[ Info: 48_29: layer 2/4, base field no. 93/793, 1/3
[ Info: 48_29: layer 2/4, base field no. 93/793, 2/3
