[ Info: 48_50: File for first layer exists [3], 133353; loading ...
[ Info: 48_50: layer 2/2, base field no. 45/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 45/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 46/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 46/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 47/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 47/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 48/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 48/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 49/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 49/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 50/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 50/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 51/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 51/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 52/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 52/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 53/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 53/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 54/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 54/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 55/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 55/56, checking fields: 0
[ Info: 48_50: layer 2/2, base field no. 56/56, constructing abelian extensions
[ Info: 48_50: layer 2/2, base field no. 56/56, checking fields: 0
 12.616206 seconds (37.22 M allocations: 1.816 GiB, 9.94% gc time, 48.77% compilation time: 4% of which was recompilation)
