[ Info: 48_30: File for first layer exists [4], 8254042; loading ...
[ Info: 48_30: layer 2/3, base field no. 13/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 13/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 14/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 14/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 15/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 15/193, checking fields: 11
[ Info: 48_30: layer 2/3, base field no. 15/193, 1/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 2/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 3/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 4/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 5/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 6/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 7/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 8/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 9/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 10/11
[ Info: 48_30: layer 2/3, base field no. 15/193, 11/11
[ Info: 48_30: layer 2/3, base field no. 16/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 16/193, checking fields: 3
[ Info: 48_30: layer 2/3, base field no. 16/193, 1/3
[ Info: 48_30: layer 2/3, base field no. 16/193, 2/3
[ Info: 48_30: layer 2/3, base field no. 16/193, 3/3
[ Info: 48_30: layer 2/3, base field no. 17/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 17/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 17/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 18/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 18/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 18/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 19/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 19/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 20/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 20/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 21/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 21/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 22/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 22/193, checking fields: 5
[ Info: 48_30: layer 2/3, base field no. 22/193, 1/5
[ Info: 48_30: layer 2/3, base field no. 22/193, 2/5
[ Info: 48_30: layer 2/3, base field no. 22/193, 3/5
[ Info: 48_30: layer 2/3, base field no. 22/193, 4/5
[ Info: 48_30: layer 2/3, base field no. 22/193, 5/5
[ Info: 48_30: layer 2/3, base field no. 23/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 23/193, checking fields: 3
[ Info: 48_30: layer 2/3, base field no. 23/193, 1/3
[ Info: 48_30: layer 2/3, base field no. 23/193, 2/3
[ Info: 48_30: layer 2/3, base field no. 23/193, 3/3
[ Info: 48_30: layer 2/3, base field no. 24/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 24/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 24/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 25/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 25/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 25/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 26/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 26/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 27/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 27/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 28/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 28/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 29/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 29/193, checking fields: 4
[ Info: 48_30: layer 2/3, base field no. 29/193, 1/4
[ Info: 48_30: layer 2/3, base field no. 29/193, 2/4
[ Info: 48_30: layer 2/3, base field no. 29/193, 3/4
[ Info: 48_30: layer 2/3, base field no. 29/193, 4/4
[ Info: 48_30: layer 2/3, base field no. 30/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 30/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 31/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 31/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 32/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 32/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 33/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 33/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 34/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 34/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 35/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 35/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 36/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 36/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 37/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 37/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 37/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 38/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 38/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 39/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 39/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 40/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 40/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 41/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 41/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 42/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 42/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 43/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 43/193, checking fields: 3
[ Info: 48_30: layer 2/3, base field no. 43/193, 1/3
[ Info: 48_30: layer 2/3, base field no. 43/193, 2/3
[ Info: 48_30: layer 2/3, base field no. 43/193, 3/3
[ Info: 48_30: layer 2/3, base field no. 44/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 44/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 44/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 45/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 45/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 45/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 46/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 46/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 47/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 47/193, checking fields: 2
[ Info: 48_30: layer 2/3, base field no. 47/193, 1/2
[ Info: 48_30: layer 2/3, base field no. 47/193, 2/2
[ Info: 48_30: layer 2/3, base field no. 48/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 48/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 48/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 49/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 49/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 49/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 50/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 50/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 51/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 51/193, checking fields: 3
[ Info: 48_30: layer 2/3, base field no. 51/193, 1/3
[ Info: 48_30: layer 2/3, base field no. 51/193, 2/3
[ Info: 48_30: layer 2/3, base field no. 51/193, 3/3
[ Info: 48_30: layer 2/3, base field no. 52/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 52/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 52/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 53/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 53/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 54/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 54/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 55/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 55/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 56/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 56/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 57/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 57/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 58/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 58/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 59/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 59/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 60/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 60/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 61/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 61/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 62/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 62/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 63/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 63/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 64/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 64/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 65/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 65/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 66/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 66/193, checking fields: 2
[ Info: 48_30: layer 2/3, base field no. 66/193, 1/2
[ Info: 48_30: layer 2/3, base field no. 66/193, 2/2
[ Info: 48_30: layer 2/3, base field no. 67/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 67/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 68/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 68/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 69/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 69/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 70/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 70/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 70/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 71/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 71/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 72/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 72/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 73/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 73/193, checking fields: 3
[ Info: 48_30: layer 2/3, base field no. 73/193, 1/3
[ Info: 48_30: layer 2/3, base field no. 73/193, 2/3
[ Info: 48_30: layer 2/3, base field no. 73/193, 3/3
[ Info: 48_30: layer 2/3, base field no. 74/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 74/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 74/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 75/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 75/193, checking fields: 2
[ Info: 48_30: layer 2/3, base field no. 75/193, 1/2
[ Info: 48_30: layer 2/3, base field no. 75/193, 2/2
[ Info: 48_30: layer 2/3, base field no. 76/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 76/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 76/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 77/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 77/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 77/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 78/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 78/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 79/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 79/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 80/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 80/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 81/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 81/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 81/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 82/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 82/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 82/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 83/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 83/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 84/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 84/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 85/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 85/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 86/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 86/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 87/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 87/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 88/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 88/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 89/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 89/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 90/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 90/193, checking fields: 4
[ Info: 48_30: layer 2/3, base field no. 90/193, 1/4
[ Info: 48_30: layer 2/3, base field no. 90/193, 2/4
[ Info: 48_30: layer 2/3, base field no. 90/193, 3/4
[ Info: 48_30: layer 2/3, base field no. 90/193, 4/4
[ Info: 48_30: layer 2/3, base field no. 91/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 91/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 92/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 92/193, checking fields: 2
[ Info: 48_30: layer 2/3, base field no. 92/193, 1/2
[ Info: 48_30: layer 2/3, base field no. 92/193, 2/2
[ Info: 48_30: layer 2/3, base field no. 93/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 93/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 94/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 94/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 95/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 95/193, checking fields: 2
[ Info: 48_30: layer 2/3, base field no. 95/193, 1/2
[ Info: 48_30: layer 2/3, base field no. 95/193, 2/2
[ Info: 48_30: layer 2/3, base field no. 96/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 96/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 97/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 97/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 98/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 98/193, checking fields: 2
[ Info: 48_30: layer 2/3, base field no. 98/193, 1/2
[ Info: 48_30: layer 2/3, base field no. 98/193, 2/2
[ Info: 48_30: layer 2/3, base field no. 99/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 99/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 100/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 100/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 101/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 101/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 102/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 102/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 102/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 103/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 103/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 104/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 104/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 105/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 105/193, checking fields: 2
[ Info: 48_30: layer 2/3, base field no. 105/193, 1/2
[ Info: 48_30: layer 2/3, base field no. 105/193, 2/2
[ Info: 48_30: layer 2/3, base field no. 106/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 106/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 107/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 107/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 108/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 108/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 109/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 109/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 110/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 110/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 111/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 111/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 112/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 112/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 113/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 113/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 114/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 114/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 115/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 115/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 116/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 116/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 117/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 117/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 118/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 118/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 119/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 119/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 120/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 120/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 121/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 121/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 121/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 122/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 122/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 123/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 123/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 123/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 124/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 124/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 125/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 125/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 126/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 126/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 127/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 127/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 128/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 128/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 129/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 129/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 129/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 130/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 130/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 131/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 131/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 132/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 132/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 132/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 133/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 133/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 134/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 134/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 135/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 135/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 136/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 136/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 137/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 137/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 138/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 138/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 139/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 139/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 140/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 140/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 141/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 141/193, checking fields: 1
[ Info: 48_30: layer 2/3, base field no. 141/193, 1/1
[ Info: 48_30: layer 2/3, base field no. 142/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 142/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 143/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 143/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 144/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 144/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 145/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 145/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 146/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 146/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 147/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 147/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 148/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 148/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 149/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 149/193, checking fields: 0
[ Info: 48_30: layer 2/3, base field no. 150/193, constructing abelian extensions
[ Info: 48_30: layer 2/3, base field no. 150/193, checking fields: 0
