[ Info: 48_33: File for first layer exists [6], 23713737057; loading ...
[ Info: 48_33: layer 2/3, base field no. 2/319, 39/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 40/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 41/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 42/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 43/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 44/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 45/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 46/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 47/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 48/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 49/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 50/51
[ Info: 48_33: layer 2/3, base field no. 2/319, 51/51
[ Info: 48_33: layer 2/3, base field no. 3/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 3/319, checking fields: 10
[ Info: 48_33: layer 2/3, base field no. 3/319, 1/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 2/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 3/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 4/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 5/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 6/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 7/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 8/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 9/10
[ Info: 48_33: layer 2/3, base field no. 3/319, 10/10
[ Info: 48_33: layer 2/3, base field no. 4/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 4/319, checking fields: 7
[ Info: 48_33: layer 2/3, base field no. 4/319, 1/7
[ Info: 48_33: layer 2/3, base field no. 4/319, 2/7
[ Info: 48_33: layer 2/3, base field no. 4/319, 3/7
[ Info: 48_33: layer 2/3, base field no. 4/319, 4/7
[ Info: 48_33: layer 2/3, base field no. 4/319, 5/7
[ Info: 48_33: layer 2/3, base field no. 4/319, 6/7
[ Info: 48_33: layer 2/3, base field no. 4/319, 7/7
[ Info: 48_33: layer 2/3, base field no. 5/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 5/319, checking fields: 10
[ Info: 48_33: layer 2/3, base field no. 5/319, 1/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 2/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 3/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 4/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 5/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 6/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 7/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 8/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 9/10
[ Info: 48_33: layer 2/3, base field no. 5/319, 10/10
[ Info: 48_33: layer 2/3, base field no. 6/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 6/319, checking fields: 97
[ Info: 48_33: layer 2/3, base field no. 6/319, 1/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 2/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 3/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 4/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 5/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 6/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 7/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 8/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 9/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 10/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 11/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 12/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 13/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 14/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 15/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 16/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 17/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 18/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 19/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 20/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 21/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 22/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 23/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 24/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 25/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 26/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 27/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 28/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 29/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 30/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 31/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 32/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 33/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 34/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 35/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 36/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 37/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 38/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 39/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 40/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 41/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 42/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 43/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 44/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 45/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 46/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 47/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 48/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 49/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 50/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 51/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 52/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 53/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 54/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 55/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 56/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 57/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 58/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 59/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 60/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 61/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 62/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 63/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 64/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 65/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 66/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 67/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 68/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 69/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 70/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 71/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 72/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 73/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 74/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 75/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 76/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 77/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 78/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 79/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 80/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 81/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 82/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 83/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 84/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 85/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 86/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 87/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 88/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 89/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 90/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 91/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 92/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 93/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 94/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 95/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 96/97
[ Info: 48_33: layer 2/3, base field no. 6/319, 97/97
[ Info: 48_33: layer 2/3, base field no. 7/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 7/319, checking fields: 51
[ Info: 48_33: layer 2/3, base field no. 7/319, 1/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 2/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 3/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 4/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 5/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 6/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 7/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 8/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 9/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 10/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 11/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 12/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 13/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 14/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 15/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 16/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 17/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 18/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 19/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 20/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 21/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 22/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 23/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 24/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 25/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 26/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 27/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 28/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 29/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 30/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 31/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 32/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 33/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 34/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 35/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 36/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 37/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 38/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 39/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 40/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 41/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 42/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 43/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 44/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 45/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 46/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 47/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 48/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 49/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 50/51
[ Info: 48_33: layer 2/3, base field no. 7/319, 51/51
[ Info: 48_33: layer 2/3, base field no. 8/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 8/319, checking fields: 48
[ Info: 48_33: layer 2/3, base field no. 8/319, 1/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 2/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 3/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 4/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 5/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 6/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 7/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 8/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 9/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 10/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 11/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 12/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 13/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 14/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 15/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 16/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 17/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 18/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 19/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 20/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 21/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 22/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 23/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 24/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 25/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 26/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 27/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 28/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 29/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 30/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 31/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 32/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 33/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 34/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 35/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 36/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 37/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 38/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 39/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 40/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 41/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 42/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 43/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 44/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 45/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 46/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 47/48
[ Info: 48_33: layer 2/3, base field no. 8/319, 48/48
[ Info: 48_33: layer 2/3, base field no. 9/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 9/319, checking fields: 28
[ Info: 48_33: layer 2/3, base field no. 9/319, 1/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 2/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 3/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 4/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 5/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 6/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 7/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 8/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 9/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 10/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 11/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 12/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 13/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 14/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 15/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 16/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 17/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 18/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 19/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 20/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 21/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 22/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 23/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 24/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 25/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 26/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 27/28
[ Info: 48_33: layer 2/3, base field no. 9/319, 28/28
[ Info: 48_33: layer 2/3, base field no. 10/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 10/319, checking fields: 53
[ Info: 48_33: layer 2/3, base field no. 10/319, 1/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 2/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 3/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 4/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 5/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 6/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 7/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 8/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 9/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 10/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 11/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 12/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 13/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 14/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 15/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 16/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 17/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 18/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 19/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 20/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 21/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 22/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 23/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 24/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 25/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 26/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 27/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 28/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 29/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 30/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 31/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 32/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 33/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 34/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 35/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 36/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 37/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 38/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 39/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 40/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 41/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 42/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 43/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 44/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 45/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 46/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 47/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 48/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 49/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 50/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 51/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 52/53
[ Info: 48_33: layer 2/3, base field no. 10/319, 53/53
[ Info: 48_33: layer 2/3, base field no. 11/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 11/319, checking fields: 23
[ Info: 48_33: layer 2/3, base field no. 11/319, 1/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 2/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 3/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 4/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 5/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 6/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 7/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 8/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 9/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 10/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 11/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 12/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 13/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 14/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 15/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 16/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 17/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 18/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 19/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 20/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 21/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 22/23
[ Info: 48_33: layer 2/3, base field no. 11/319, 23/23
[ Info: 48_33: layer 2/3, base field no. 12/319, constructing abelian extensions
[ Info: 48_33: layer 2/3, base field no. 12/319, checking fields: 27
[ Info: 48_33: layer 2/3, base field no. 12/319, 1/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 2/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 3/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 4/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 5/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 6/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 7/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 8/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 9/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 10/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 11/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 12/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 13/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 14/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 15/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 16/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 17/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 18/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 19/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 20/27
[ Info: 48_33: layer 2/3, base field no. 12/319, 21/27
