[ Info: 40_13: File for first layer exists [2, 2, 2], 100000000000000; loading ...
[ Info: 40_13: layer 2/2, base field no. 1/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 9/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 10/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 10/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 10/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 10/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 11/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 11/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 11/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 11/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 12/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 12/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 12/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 12/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 13/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 13/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 13/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 13/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 14/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 14/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 14/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 14/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 15/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 15/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 16/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 16/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 16/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 16/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 17/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 17/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 17/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 17/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 18/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 18/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 19/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 19/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 20/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 20/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 21/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 21/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 22/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 22/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 23/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 23/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 24/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 24/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 25/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 25/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 26/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 26/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 27/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 27/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 28/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 28/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 29/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 29/336, checking fields: 1
[ Info: 40_13: layer 2/2, base field no. 29/336, 1/1
[ Info: 40_13: layer 2/2, base field no. 30/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 30/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 31/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 31/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 32/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 32/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 32/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 32/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 33/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 33/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 34/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 34/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 34/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 34/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 35/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 35/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 36/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 36/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 37/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 37/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 38/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 38/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 38/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 38/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 39/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 39/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 40/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 40/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 41/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 41/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 42/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 42/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 43/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 43/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 44/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 44/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 45/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 45/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 46/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 46/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 47/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 47/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 48/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 48/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 49/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 49/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 50/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 50/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 51/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 51/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 52/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 52/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 53/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 53/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 54/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 54/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 55/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 55/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 56/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 56/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 57/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 57/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 58/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 58/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 59/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 59/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 60/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 60/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 61/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 61/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 62/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 62/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 63/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 63/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 64/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 64/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 65/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 65/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 66/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 66/336, checking fields: 3
[ Info: 40_13: layer 2/2, base field no. 66/336, 1/3
[ Info: 40_13: layer 2/2, base field no. 66/336, 2/3
[ Info: 40_13: layer 2/2, base field no. 66/336, 3/3
[ Info: 40_13: layer 2/2, base field no. 67/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 67/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 68/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 68/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 69/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 69/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 70/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 70/336, checking fields: 3
[ Info: 40_13: layer 2/2, base field no. 70/336, 1/3
[ Info: 40_13: layer 2/2, base field no. 70/336, 2/3
[ Info: 40_13: layer 2/2, base field no. 70/336, 3/3
[ Info: 40_13: layer 2/2, base field no. 71/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 71/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 72/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 72/336, checking fields: 1
[ Info: 40_13: layer 2/2, base field no. 72/336, 1/1
[ Info: 40_13: layer 2/2, base field no. 73/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 73/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 74/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 74/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 75/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 75/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 76/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 76/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 77/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 77/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 78/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 78/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 79/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 79/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 80/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 80/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 81/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 81/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 82/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 82/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 83/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 83/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 83/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 83/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 84/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 84/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 85/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 85/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 86/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 86/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 87/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 87/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 88/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 88/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 89/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 89/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 90/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 90/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 91/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 91/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 92/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 92/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 93/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 93/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 94/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 94/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 95/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 95/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 96/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 96/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 97/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 97/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 98/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 98/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 99/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 99/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 100/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 100/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 101/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 101/336, checking fields: 2
[ Info: 40_13: layer 2/2, base field no. 101/336, 1/2
[ Info: 40_13: layer 2/2, base field no. 101/336, 2/2
[ Info: 40_13: layer 2/2, base field no. 102/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 102/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 103/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 103/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 104/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 104/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 105/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 105/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 106/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 106/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 107/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 107/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 108/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 108/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 109/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 109/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 110/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 110/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 111/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 111/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 112/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 112/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 113/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 113/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 114/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 114/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 115/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 115/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 116/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 116/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 117/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 117/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 118/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 118/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 119/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 119/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 120/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 120/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 121/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 121/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 122/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 122/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 123/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 123/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 124/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 124/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 125/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 125/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 126/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 126/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 127/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 127/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 128/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 128/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 129/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 129/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 130/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 130/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 131/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 131/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 132/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 132/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 133/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 133/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 134/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 134/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 135/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 135/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 136/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 136/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 137/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 137/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 138/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 138/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 139/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 139/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 140/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 140/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 141/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 141/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 142/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 142/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 143/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 143/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 144/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 144/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 145/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 145/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 146/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 146/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 147/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 147/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 148/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 148/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 149/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 149/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 150/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 150/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 151/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 151/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 152/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 152/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 153/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 153/336, checking fields: 3
[ Info: 40_13: layer 2/2, base field no. 153/336, 1/3
[ Info: 40_13: layer 2/2, base field no. 153/336, 2/3
[ Info: 40_13: layer 2/2, base field no. 153/336, 3/3
[ Info: 40_13: layer 2/2, base field no. 154/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 154/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 155/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 155/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 156/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 156/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 157/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 157/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 158/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 158/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 159/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 159/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 160/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 160/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 161/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 161/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 162/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 162/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 163/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 163/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 164/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 164/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 165/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 165/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 166/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 166/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 167/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 167/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 168/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 168/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 169/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 169/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 170/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 170/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 171/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 171/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 172/336, constructing abelian extensions
[ Info: 40_13: layer 2/2, base field no. 172/336, checking fields: 0
[ Info: 40_13: layer 2/2, base field no. 173/336, constructing abelian extensions
