[ Info: 72_17: File for first layer exists [2, 2, 2], 27825594022072; loading ...
[ Info: 72_17: layer 2/2, base field no. 1/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 53/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 53/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 54/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 54/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 55/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 55/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 56/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 56/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 57/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 57/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 58/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 58/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 59/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 59/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 60/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 60/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 61/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 61/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 62/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 62/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 63/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 63/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 64/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 64/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 65/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 65/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 66/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 66/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 67/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 67/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 68/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 68/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 69/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 69/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 70/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 70/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 71/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 71/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 72/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 72/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 73/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 73/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 74/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 74/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 75/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 75/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 76/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 76/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 77/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 77/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 78/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 78/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 79/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 79/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 80/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 80/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 81/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 81/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 82/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 82/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 83/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 83/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 84/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 84/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 85/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 85/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 86/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 86/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 87/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 87/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 88/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 88/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 89/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 89/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 90/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 90/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 91/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 91/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 92/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 92/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 93/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 93/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 94/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 94/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 95/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 95/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 96/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 96/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 97/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 97/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 98/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 98/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 99/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 99/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 100/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 100/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 101/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 101/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 102/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 102/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 103/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 103/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 104/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 104/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 105/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 105/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 106/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 106/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 107/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 107/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 108/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 108/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 109/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 109/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 110/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 110/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 111/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 111/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 112/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 112/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 113/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 113/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 114/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 114/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 115/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 115/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 116/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 116/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 117/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 117/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 118/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 118/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 119/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 119/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 120/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 120/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 121/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 121/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 122/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 122/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 123/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 123/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 124/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 124/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 125/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 125/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 126/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 126/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 127/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 127/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 128/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 128/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 129/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 129/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 130/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 130/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 131/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 131/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 132/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 132/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 133/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 133/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 134/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 134/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 135/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 135/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 136/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 136/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 137/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 137/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 138/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 138/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 139/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 139/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 140/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 140/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 141/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 141/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 142/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 142/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 143/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 143/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 144/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 144/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 145/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 145/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 146/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 146/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 147/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 147/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 148/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 148/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 149/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 149/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 150/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 150/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 151/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 151/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 152/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 152/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 153/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 153/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 154/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 154/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 155/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 155/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 156/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 156/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 157/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 157/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 158/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 158/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 159/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 159/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 160/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 160/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 161/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 161/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 162/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 162/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 163/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 163/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 164/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 164/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 165/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 165/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 166/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 166/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 167/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 167/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 168/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 168/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 169/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 169/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 170/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 170/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 171/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 171/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 172/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 172/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 173/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 173/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 174/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 174/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 175/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 175/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 176/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 176/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 177/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 177/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 178/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 178/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 179/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 179/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 180/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 180/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 181/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 181/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 182/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 182/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 183/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 183/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 184/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 184/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 185/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 185/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 186/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 186/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 187/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 187/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 188/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 188/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 189/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 189/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 190/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 190/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 191/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 191/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 192/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 192/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 193/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 193/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 194/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 194/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 195/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 195/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 196/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 196/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 197/255, constructing abelian extensions
[ Info: 72_17: layer 2/2, base field no. 197/255, checking fields: 0
[ Info: 72_17: layer 2/2, base field no. 198/255, constructing abelian extensions
